V,I,G,P,no_module_fault,fault,partial_shading
138.62231,9.7444,832.11907,1350.791238,0,0,0
137.21175,9.69684,832.17166,1330.520386,0,0,0
137.8667,9.7586,831.84676,1345.385979,0,0,0
137.25346,9.77148,831.89297,1341.169439,0,0,0
138.72759,9.75361,831.91851,1353.094809,0,0,0
138.93217,9.76384,831.71562,1356.511479,0,0,0
139.14961,9.7503,831.84336,1356.750442,0,0,0
141.21445,9.72568,831.84889,1373.406552,0,0,0
138.35816,9.73873,831.78885,1347.432764,0,0,0
139.41442,9.72215,831.68645,1355.407903,0,0,0
137.55598,9.73636,831.9381,1339.294541,0,0,0
135.78146,9.75787,831.99495,1324.937835,0,0,0
142.24505,9.71689,832.0024,1382.179504,0,0,0
139.4668,9.73968,831.82952,1358.362003,0,0,0
137.75165,9.79033,831.91447,1348.634112,0,0,0
138.53353,9.75569,831.96578,1351.490173,0,0,0
139.71375,9.72277,831.94236,1358.404657,0,0,0
139.80926,9.7422,832.02795,1362.049773,0,0,0
139.31734,9.76428,831.98792,1360.333517,0,0,0
138.90828,9.75159,832.09778,1354.576594,0,0,0
139.43208,9.71226,831.75649,1354.200613,0,0,0
137.54829,9.75027,831.76565,1341.132966,0,0,0
137.85663,9.74347,831.90276,1343.201939,0,0,0
141.1158,9.7301,831.9711,1373.070846,0,0,0
139.9862,9.72771,831.95662,1361.745158,0,0,0
137.94581,9.75811,831.99644,1346.090388,0,0,0
136.82674,9.77047,832.1459,1336.861558,0,0,0
138.16264,9.75567,832.25575,1347.869122,0,0,0
138.74991,9.75553,832.0041,1353.57891,0,0,0
138.7285,9.75675,832.0173,1353.539292,0,0,0
136.92867,9.73519,831.94938,1333.026619,0,0,0
137.00444,9.7458,831.99431,1335.217871,0,0,0
138.61275,9.73732,832.03093,1349.716703,0,0,0
139.41543,9.72144,831.74606,1355.318738,0,0,0
139.27903,9.7349,832.08948,1355.867429,0,0,0
140.28913,9.7417,831.63748,1366.654618,0,0,0
137.2281,9.73666,831.92873,1336.143352,0,0,0
